Column1,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips
3902783737,Public Partnerships | PPL,Technical Cloud Project Manager,"Public Partnerships LLC supports individuals with disabilities or chronic illnesses and aging adults, to remain in their homes and communities and “self-direct” their own long-term home care. Our role as the nation’s largest and most experienced Financial Management Service provider is to assist those eligible Medicaid recipients to choose and pay for their own support workers and services within their state-approved personalized budget. We are appointed by states and managed healthcare organizations to better serve more of their residents and members requiring long-term care and ensure the efficient use of taxpayer funded services.Our culture attracts and rewards people who are results-oriented and strive to exceed customer expectations. We desire motivated candidates who are excited to join our fast-paced, entrepreneurial environment, and who want to make a difference in helping transform the lives of the consumers we serve. (learn more at www.publicpartnerships.com).Watch the ""What We Do"" video on our website: https://www.publicpartnerships.com/about-us/#Duties & Responsibilities: Manages all aspects of a large scale and complex project, from start to finish.Ensures project is completed on time and within budget.Designs, communicates, and implements an operational plan for completing a project.Monitors progress and performance against the project plan.Resolves operational problems, minimizes delays.Manage software version upgrade projects, edge-to-edge, deployed in Cloud, leveraging a team of technical upgrade specialists and development resources, as needed.Assist the Cloud Operations teams with initiatives related to procurement and growth of the Enterprise Software cloud platform.Drive and document process improvement across all Cloud Operations engagements.Identifies, develops, and gathers necessary resources to complete the project.Monitors activities, allocates resources, and assigns tasks to ensure targets are met.Liaises with other areas in the organization to secure specialized resources and contributions for the project.Includes additional technical project management components.Work with project/team resources to handle backlogs and new requests.Conducts project meetings and prepares reports to communicate the status of the project within and beyond the project team.Coordinate sprints, retrospective meetings, and daily stand-ups.Ensures smooth closure of projects upon completion, reviewing success criteria, deliverables, and acceptance with the stakeholders.Project-manage programs developed to target and improve processes within the business specific to cloud sales, contracts, proposals, integration, pricing, implementation, development, and support.Addresses incoming escalations from executives and engages appropriate resource/teams to resolve.Ensures that management, stakeholders, and executives are aligned with action plan. 


 Required Skills: Strong project management skills.Research and training capabilities.Familiarity with software development.Ability to interact with various levels of management and clients.Strong project management experience with enterprise IT projects, preferably Cloud implementation projects.Excellent knowledge of Scrum/Agile techniques and artifacts.Strong analytical skills. Flexible self-starter with intellectual curiosity. Able to follow, critically evaluate, and improve upon current processes. Ability to recognize issues and identify solutions. Excellent oral presentation and written communication skills. Dedication to accomplishing goals and challenges presented by clients and management. Demonstrated expertise in all Microsoft Office products Qualifications: Education & Experience:Bachelor’s degree or equivalent experience required.5+ years project management experience.Project management certification, PMP preferred.Scrum master experience is a plus. 
 
Working Conditions:   Remote Office setting",,,United States,64780188,126,,,Full-time,46,1.71E+12,1,https://www.linkedin.com/jobs/view/3902783737/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.72E+12,,Mid-Senior level,,1.71E+12,,0,FULL_TIME,,,,,
3902785271,Capital One,"Principal Associate, Cloud Authentication Engineer (Microsoft Entra ID)","Center 3 (19075), United States of America, McLean, VirginiaPrincipal Associate, Cloud Authentication Engineer (Microsoft Entra ID)

At Capital One, you'll be part of a group of makers, breakers, doers, and disruptors, who love to solve real problems and meet real customer needs. Do you possess an innate desire to learn and work on new and exciting technology and design solutions as it relates to identity and directory services today and into the future? If so, then this opportunity might be for you. We want you to be curious and ask “what if?”

Capital One is looking for an experienced Authentication Engineer to help drive the cloud first enterprise directory strategy forward for the Identity and Access Management organization. As a member of the Authentication Services Platform team within Authentication Services, you will be responsible for developing, engineering, deploying and supporting comprehensive solutions. The Authentication Services Lead Platform Engineer will also be responsible for identifying opportunities for the automation of tasks, processes, or entire solutions in Capital One's journey to cloud first authentication. This role is also responsible for leading and driving initiatives as well as identifying any opportunities for improvement in the cloud first environment.

What you’ll do:

 Analyze, design, and support a highly complex, enterprise level cloud directory and Single Sign On services in a hybrid on-premise and cloud hosted environment  Manage enterprise cloud based identity directories including Microsoft Entra ID (Azure Active Directory), AWS Microsoft AD, AWS Identity Center, and Google Cloud Identity Platform  Manage enterprise cloud infrastructures in AWS, Azure, and Google cloud platforms  Translate business needs into workable technology solutions that meet the needs of internal customers  Participate in or lead troubleshooting and incident resolution of complex, high severity incidents  Develop automated solutions using scripts, pipelines, and cloud based server-less computing platforms  Develop detailed architecture, standards, design, and implementation documentation  Analyze the current Authentication Services environment to identify both technical and operational opportunities and develop continuous improvement action plans  Participate in disaster recovery, capacity planning, performance monitoring and maintenance to ensure high availability 

Basic Qualifications:

 High School Diploma, GED or equivalent certification  At least 4 years of experience in cybersecurity or information technology  At least 2 years of experience with engineering, operational support, or implementation of identity or directory services  At least 1 years of experience with Microsoft Entra ID (Azure Active Directory)  At least 1 year of experience with Google Cloud Platform or Google Workspace 

Preferred Qualifications:

 Bachelor’s Degree  5+ years of experience with engineering, operational support, and implementation of identity or directory services  5+ years of experience with Azure AD Connect installation, troubleshooting, and administration  5+ years of experience with Cloud Infrastructure management  4+ years of experience with Microsoft Entra ID or Google Cloud Platform  2+ years of experience developing complex scripts in PowerShell, MS Graph, VBScript, YAML, Python or other languages to develop automated solutions 

At this time, Capital One will not sponsor a new applicant for employment authorization for this position.

The minimum and maximum full-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.

New York City (Hybrid On-Site): $165,100 - $188,500 for Prin Assoc, Cyber TechnicalSan Francisco, California (Hybrid On-Site): $174,900 - $199,700 for Prin Assoc, Cyber Technical

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.

This role is also eligible to earn performance based incentive compensation, which may include cash bonus(es) and/or long term incentives (LTI). Incentives could be discretionary or non discretionary depending on the plan.

Capital One offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well-being. Learn more at the Capital One Careers website . Eligibility varies based on full or part-time status, exempt or non-exempt status, and management level.

This role is expected to accept applications for a minimum of 5 business days.No agencies please. Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex (including pregnancy, childbirth or related medical conditions), race, color, age, national origin, religion, disability, genetic information, marital status, sexual orientation, gender identity, gender reassignment, citizenship, immigration status, protected veteran status, or any other basis prohibited under applicable federal, state or local law. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.

If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com . All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.

For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com

Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.

Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).",,,"New York, NY",1419,4,,,Full-time,,1.71E+12,,https://www.linkedin.com/jobs/view/3902785271/?trk=jobs_biz_prem_srch,https://dsp.prng.co/Q2gA6xb,OffsiteApply,1.72E+12,,Mid-Senior level,,1.71E+12,dsp.prng.co,0,FULL_TIME,,,,10001,36061
3902789061,,Cloud SoftwareEngineer,"Job Title: Cloud Software Engineer Building APIs - AWS (Python/Node.js)Job Description:We are looking for a skilled Cloud Software Engineer who specializes in building APIs on the AWS platform using either Python or Node.js. As a member of our talented engineering team, you will play a crucial role in designing, developing, and maintaining robust and scalable APIs to support our cloud-based applications and services.Responsibilities:API Design and Development: Design, implement, and maintain high-performance APIs on the AWS platform using best practices and industry standards.AWS Integration: Utilize AWS services such as API Gateway, Lambda, DynamoDB, S3, and others to build scalable and resilient cloud-based APIs.Programming Language Expertise: Develop APIs using either Python or Node.js, ensuring code quality, performance, and maintainability.Microservices Architecture: Architect and implement API solutions following microservices principles for modularity, scalability, and flexibility.Security and Authentication: Implement security measures such as OAuth, JWT, and AWS IAM to ensure the security of APIs and data transmitted over the network.Monitoring and Logging: Implement logging and monitoring solutions to track API performance, diagnose issues, and ensure reliability.Continuous Integration/Continuous Deployment (CI/CD): Implement CI/CD pipelines to automate testing, deployment, and delivery of API updates.Documentation: Create and maintain comprehensive documentation for APIs, including usage guides, API specifications, and code documentation.Collaboration: Collaborate closely with frontend developers, backend engineers, and other stakeholders to understand requirements and integrate APIs into applications seamlessly.Requirements:Experience: X years of experience working as a Software Engineer, with a focus on building APIs and cloud-based applications.AWS Knowledge: Strong understanding of AWS cloud services, particularly API Gateway, Lambda, DynamoDB, S3, IAM, and others.Programming Language Proficiency: Proficiency in either Python or Node.js for API development, with a solid understanding of asynchronous programming concepts (if using Node.js).RESTful API Design: Experience designing and implementing RESTful APIs, including API versioning, error handling, and pagination.Database Skills: Familiarity with database systems such as DynamoDB, RDS, or other NoSQL and SQL databases commonly used in cloud environments.Security Awareness: Knowledge of API security best practices, including authentication, authorization, and encryption techniques.CI/CD Experience: Hands-on experience with CI/CD tools like Jenkins, GitLab CI, or AWS CodePipeline for automated testing and deployment.Version Control: Proficiency with Git for version control, including branching, merging, and code reviews.Communication Skills: Excellent communication and collaboration skills, with the ability to work effectively in a team environment and communicate technical concepts to non-technical stakeholders.
",80,HOURLY,United States,,78,,70,Contract,42,1.71E+12,1,https://www.linkedin.com/jobs/view/3902789061/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.73E+12,,,,1.71E+12,,0,CONTRACT,USD,BASE_SALARY,156000,,
3902805351,Zenfair Solutions Inc,"Immediate Need SAP SuccessFactors and Sales Cloud Specialist , Fully Remote Looking For Only USC ","Immediate Need SAP SuccessFactors and Sales Cloud Specialist , Fully Remote Looking For Only USC 
Job Title: SAP SuccessFactors and Sales Cloud SpecialistLocation: Remote Duration: Long Term Only USC
Job Description:We are seeking a skilled SAP SuccessFactors and Sales Cloud Specialist to join our team. The ideal candidate will have expertise in configuring, customizing, and managing SAP SuccessFactors Agent Connection and SAP Sales Cloud modules, with a focus on agent performance management and sales optimization. This role will involve working closely with stakeholders to ensure that the SAP environment meets the needs of our organization and supports effective agent performance and sales strategies.Key Responsibilities: SAP SuccessFactors Agent Connection:Configure and customize the SAP SuccessFactors Agent Connection module to align with organizational requirements and best practices.Provide support and guidance on agent sales overview functionalities, including analytics and performance insights.Monitor and manage agent commissions within the system, ensuring accuracy and compliance with company policies and regulations.Ensure compliance with relevant regulatory requirements and internal policies within the SAP SuccessFactors environment.Develop and maintain dashboards and reports to track key performance indicators (KPIs) related to agent performance and sales activities.SAP Agent Performance Management:Manage agent incentive compensation plans within the SAP environment, including the design, implementation, and monitoring of compensation structures.Collaborate with stakeholders to define and track KPIs for agent performance, using SAP SuccessFactors tools to drive performance improvements.SAP Sales Cloud (Working Knowledge):Develop a working knowledge of SAP Sales Cloud, particularly in the context of broker salesCollaborate with the broader SAP team to determine if broker sales features are included in the scope of our SAP Sales Cloud implementation.
Must Have Experience : SAP Success factors Agent Connection:Configuration & CustomizationAgent Sales OverviewCommission MonitorComplianceDashboard / ReportingKPIsSAP Agent Performance Management:Agent Incentive Compensation ManagementSAP Sales Cloud (Working Knowledge)Broker Sales: Not sure if this is actually included in Infinite scope
Best RegardsManker Vignesh| Technical recruiter925-315-4491Zenfair Solutions Inc. vignesh@zenfair-solutions.comhttps://www.linkedin.com/in/manker-vignesh-a6b695207/.",,,United States,471475,7,,,Contract,,1.71E+12,1,https://www.linkedin.com/jobs/view/3902805351/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.72E+12,,,,1.71E+12,,0,CONTRACT,,,,,
3902809029,"TWO95 International, Inc",Sr. Cloud Program Manager ($open++) - 100% Remote Work,"Title : Sr. Cloud Program ManagerLocation: 100% Remote Work Duration: 1 + Year Contract (Must be willing to be converted to FTE)Rate: $Best Possible
Job DescriptionThe Cloud Program Manager will provide mid-level leadership on selected projects in our emerging Cloud portfolio of products. This team member will be part of the Cloud PMO team.. The Program Manager will support the planning, execution, monitoring and controlling, and reporting of technical projects. This role will work with teams, technical staff, Functional managers, and Senior Leadership to gain understanding of project requirements, track, and report project progress, as well as track and manage issue mitigation.

Qualifications:
•5-7 years of experience in the high-tech industry•Experience in Project Management leadership preferred.•Experience providing customer service and managing customer relationships.•Excellent written and verbal communication skills with ability to communicate at all levels using metrics, data, and presentations.•Strong multi-tasking and analytical/troubleshooting skills.•Excellent team player with a high degree of integrity and passion who can work effectively both within the team and cross-functionally.•Bachelor’s degree in engineering, Computer Science, Information Security, Information Technology, or related technical discipline.• Experience with Service NOW SPM, JIRA, MS SharePoint preferred.
Core Competencies:
•Strong interpersonal, presentation, and customer service skills.•PMP certification",100,HOURLY,United States,493527,13,,90,Contract,4,1.71E+12,1,https://www.linkedin.com/jobs/view/3902809029/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.72E+12,,Director,,1.71E+12,,0,CONTRACT,USD,BASE_SALARY,197600,,
3902820633,Concord, Salesforce Service Cloud Team Lead,"Concord isn't your typical consulting firm; we are an execution company with a passion for making things happen. Our mission is to help clients enhance customer experiences, optimize operations, and revolutionize their product offerings through seamless integration, optimization, and activation of technology and data.
We are seeking a highly experienced Salesforce Service Cloud Lead to manage and mentor a team of offshore developers. In this role, you will be responsible for delivering exceptional results for a client on the West Coast (Pacific Time).
Responsibilities:Manage and lead a team of offshore developers, including daily standups, task delegation, and performance monitoring.Collaborate with the client's IT team on story development, providing guidance and recommendations for process improvement.Translate high-level requirements into actionable technical designs for user stories.Champion best practices in Salesforce development throughout the entire project lifecycle.Ensure adherence to Jira process and documentation standards.Be a problem solver, able to identify and address roadblocks and resource constraints.Partner with the Scrum Master to optimize workflow and sprint efficiency.Manage user stories in Jira from initial creation to completion.Perform hands-on development for critical and complex user stories.
Qualifications:10+ years of experience in Salesforce development.5+ years of experience leading a team of Salesforce developers.Proven ability to manage and motivate offshore teams across time zones.In-depth knowledge of Salesforce Sales Cloud functionality and best practices.Strong understanding of Agile methodologies (Scrum preferred).Excellent communication, collaboration, and problem-solving skills.Experience with Jira and other project management tools a plus.Management Consulting experience a bonus.
Additional informationDuration: 6+ months contractType of contract: contractor (C2C or w2 hourly)Location: Remote, USATimezone: Pacific TimeRequirements: must be authorized to work legally in the US without sponsorship",,,United States,51301,77,,,Contract,11,1.71E+12,1,https://www.linkedin.com/jobs/view/3902820633/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.72E+12,,Mid-Senior level,,1.71E+12,,0,CONTRACT,,,,,
3902828043,"Milestone Technologies, Inc.",Salesforce Marketing Cloud Specialist,"The Marketing Automation team at Milestone Technologies is seeking a Salesforce Marketing Cloud Specialist. As an expert in marketing automation, you will launch, optimize, and scale global business marketing campaigns to drive awareness and adoption of our client's products and services. You will orchestrate journeys to use digital channels, such as email, ads, web, and events to drive results.
How You Will Make an Impact:Build marketing campaigns using Salesforce Marketing Cloud including campaign setup, email setup, testing, scheduling, tracking, and measuring campaigns to drive short-term and long-term resultsOrchestrate multi-channel customer journeys using Journey Builder, including digital channels such as email, webinars, messaging, forms, landing pages, in-app messaging, and webSet up webinar programs in Salesforce Marketing Cloud, including email invitations, reminders, landing pages and formsCreate and maintain lists, segmentations, and data extensionsOptimize marketing automation programs with a focus on driving engagement, efficiency, and scalabilityProvide campaign-level reporting on email, webinar, and other marketing channelsConsult with marketing stakeholders on marketing automation and email marketing best practices to drive channel effectivenessWork cross-functionally with multiple internal stakeholders to execute marketing campaigns
What You Will Need to Succeed:Expert hands-on proficiency with Salesforce Marketing CloudExperience with Salesforce Data CloudStrong technical knowledge using Salesforce Marketing Cloud with an in-depth understanding of technical configuration, customization and integration conceptsExperience with webinar programsExcellent grasp of best practices for email marketingKnowledge of CRM, preferably SalesforceStrong business acumen and quantitative analytical skills. SQL skills a plusFast Learner – Can achieve power-user status on multiple tools quickly2+ years of experience with Salesforce Marketing Cloud

Location: US remote, PST hoursCompensation Details:The estimated pay range for this position is USD $43.00/Hr. - USD $45.00/Hr. and is a Non-Exempt role.",,,United States,37768,7,,,Full-time,,1.71E+12,1,https://www.linkedin.com/jobs/view/3902828043/?trk=jobs_biz_prem_srch,,SimpleOnsiteApply,1.72E+12,,Associate,,1.71E+12,,0,FULL_TIME,,,,,
3902828690,"Datasoft Technologies, Inc.",Cloud Security Architect-24-00396,"Cloud Security ArchitectOnsiteDuration: Long term renewable contractLocation: Columbus, OHPay rate: Hourly, depending on experienceJob ID: 4859Must be able to work on W2 with DataSoft, no subcontracting.
Qualifications:Bachelor's Degree. 10+ years IT experience. 5+ years application development in a Microsoft environment.
Required Skill Set: Very good understanding and experience with  Vulnerability management including security finding monitoring, triage and remediation planning in  AWS. Experience in access security management in AWS IAM service. Good understanding of  RBAC security in Kubernetes clusters. Experience working with ' Cloud Security Posture Management' and 'Runtime Container Security' tools Experience in vulnerability management using SAST and dependency management tools. Ability to lead a small team of security engineers responsible for vulnerability remediation work
Nice to Have: Experience in managing access security in Kubernetes clusters Experience in configuring detective and preventive controls and policy management in Kubernetes. Experience in vulnerability management using SAST and dependency management tools including Fortify, CodeQL, OWASP dependency-check and Dependabot. Understanding and experience with Cloud security tools including Wiz and AquaSecurity
Other Preferences - 5+ years developing applications using Enterprise Application Integration tools. 1+ years financial services. 1+ years development in and/or support of Microsoft BizTalk server. 1+ years working with offshore providers Additional skills: special skills / technical ability etc. Microsoft .NET, AWS (Kubernetes). Prometheus, Grafana, Mulesoft. C#. Development of architectural designs using modeling techniques (UML, flowcharting, etc.). TFS.

Team Focus: Microservices, Cloud Native Architecture, Target Architectures, Application Development Frameworks, Integration Technologies, and the DevOps Toolchain.Manager is not looking for someone with Enterprise Architecture experience.  The candidate should be highly technical with Security Architecture experience.
Overview:The System Architect (SA) is responsible for designing and building technically complex frameworks to support application development. Additionally, the SA acts as a mentor for application developers both inside and outside of their section and department, guiding the developers on best practices for application development. The SA is expected to have broad experience in technology, with a deep foundation in Microsoft Technologies. The SA is also responsible for researching new technologies and providing recommendations to management around the uptake of those technologies. The SA reviews business projects to understand whether they will have a significant technical impact, and provides project estimates for SA resources that will participate on the project. Additionally, the SA will have input and responsibilities across a range of cross-functional DevOps / Agile areas, including release management and source code management (SCM).
Responsibilities:Application Framework Ownership: The System Architect will have responsibility for the ongoing development, support, and maintenance of multiple framework components. These framework components include thick-client, web, services, enterprise application integration / service bus, and batch. This responsibility includes furthering the frameworks by identifying areas for improvement and advancement, and implementing these changes within the frameworks.Production Support: Provide cross-functional support for performance issues and application errors. Provide both specific expertise on frameworks as well as generic expertise for the technology stack. Help to determine root cause of issues with input from operations and application resources.Technical Subject Matter Expertise: Assist the development of architectural designs that implement Systems Architecture frameworks.Provide guidance to internal and external resources on the appropriate use of these frameworks and technology in support of projects and application maintenance.Release / SCM Management: Supports the DevOps release management process in an agile and rapidly changing environment. Fosters the execution of an agile release methodology and assists with all aspects of release management for our entire environment.Agile / DevOps Leadership: Acts as a focal point for cross-functional items that allow the development teams to deliver projects and maintenance in an agile manner. This includes providing deep expertise on agile methodologies, understanding and ensuring the implementation of separation of duties, and the ability to identify cross-functional needs and recommend how those needs can be satisfiedSupport efficient work processes: Coordinate day to day activities with team members, leads and mentors other team members, coordinates release planning and off-cycle efforts, resolves/escalate risks and issues, and executes resource planning and time tracking processes Impact on innovations and changes (What is the expected extent of change of a function in terms of processes, systems, etc.?)Balancing speed to market, product quality and cost in the design and implementation of technical solutions.Developing technical solutions that appropriately account for both evolving technology and future business requirements.Executing in an evolving agile environment Purpose and subject of the interaction/communication with internal/external interfaces, negotiating mandate (e.g. What is communicated how to whom?)Close collaboration with IT colleagues and the Business in the design and implementation of technical solutions. • Performance of activities and interactions with our internal and external customers through verbal or written communication should reflect adherence to the company's core values. About our CompanyDataSoft Technologies is a highly recognized provider of professional IT Consulting services in the US. Founded in 1994, DataSoft Technologies, Inc. provides staff augmentation services for Information Technology and Automotive Services. Our team member benefits include:Paid Holidays/Paid Time Off (PTO)Medical/Dental InsuranceVision InsuranceShort Term/Long Term DisabilityLife Insurance401 (K)",,,"Columbus, OH",152765,30,,,Contract,1,1.71E+12,,https://www.linkedin.com/jobs/view/3902828690/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.72E+12,,Mid-Senior level,,1.71E+12,,0,CONTRACT,,,,43085,39049
3902829527,Avesta Computer Services,Azure Cloud Engineer,"We are seeking a talented Cloud Engineer with a strong focus on Azure implementation to join our team. The ideal candidate will play a key role in the design, implementation and managing of our cloud infrastructure on the Azure Platform as well as assist in projects with our on-prem infrastructure. You will work closely with our Azure Architect to build out our Landing Zone as well as mentor our engineers
Title - Azure Cloud Engineer Type - Fulltime - PermanentLocation - Remote - Work from home
Required Skills - 
Strong hands-on experience with implementation of IAAS, PAAS and SAAS solutionsStrong hands-on experience with migration of workloads into the cloudStrong hands-on experience with Management Groups, Subscriptions, Resource groups.Hands-on experience with designing and implementing Hub-Spoke Network topology in Azure is preferred.Monitor and optimize Azure resources to ensure cost-effectiveness and efficiency.Implement best practice for security, scalability, and performance in Azure Cloud environments.Experience with Conditional access policy, SSO and MFA. Experience with Identity Access Management (IAM) and Privileged Access Management.Experience with Azure DevOps, ARM templates, PowerShell Scripting, Infrastructure as code and other Azure automation tools is a plus.Experience with Microsoft Teams, SharePoint, OneDriveGood understanding of Cloud Adoption FrameworkExperience with Express Route is a plus.Experience with Co-pilot is a plus.Experience with AWS is a plus.Strong hands-on experience with Active Directory\Entra IDStrong hands-on experience with Windows Servers OS 2016,2019,2022Experience with VMware is a plusExperience working with Tools like Varonis, Quest One identity.Research, recommend and implement additional systems to improve performance and stability.Adhere to ITIL service management principles as well as corporate policies.Serve as part of a Tier4 escalation team.Communicate with management, peers and have great customer service skills.Strong Documentation and Visio Diagram experience is required.Conduct research on emerging products, services, protocols, and standards in support of the firm’s projects and future effortsDevelop, implement, maintain, and oversee enforcement of policies, procedures and associated with the management of infrastructure.Inform and train operations staff members on their responsibilities concerning Azure operational tasks.Where appropriate, recommend, schedule, and coordinate the installation of fixes, security patches, and any other measures required in the event of business disruption.
Requirements:Broad hands-on knowledge of Server Infrastructure and Cloud technologies and other industry-standard techniques and best practicesKnowledge of applicable practices and laws relating to data privacy and protectionAbility to conduct research into new technologies and products as required.High level of analytical and problem-solving abilitiesAbility to effectively prioritize and execute tasks in a high-pressure environment.Highly self-motivated and directed.Solid project management skillsExcellent listening skillsStay current with Azure best practice, new features, and industry trends.Ability to work within a team-oriented, collaborative environment and independently when applicable.Strong interpersonal, written, and verbal communications skillsStrategic and creative thinkingStrong Mentorship abilityMinimum 5 years hands on experience with Cloud Technologies",,,United States,34616,120,,,Full-time,50,1.71E+12,1,https://www.linkedin.com/jobs/view/3902829527/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1.72E+12,,Mid-Senior level,,1.71E+12,,0,FULL_TIME,,,,,
3902831409,Razorfish,"Intern, Data Science and Analytics (Cloud Infrastructure)","Hi there! We’re Razorfish. We’ve been leading the marketing industry with our digital expertise since the start of the internet. But in 2020, we did a full reboot. What’s different? It all starts with people. Weird, wonderful, complex people - with diverse backgrounds in strategy, creative and technology. But no matter how different we are, we all have one thing in common. We believe our differences are our strength. So we push for inclusion, challenge convention and bring in new perspectives, to inspire new ideas. Because when we connect by understanding what makes people different, we can create unforgettable experiences that enrich lives. Join us at razorfish.com.

We work on a hybrid model and this role will have to be on site/in person 3 days a week within our office.

Job Description

We are seeking a talented and motivated individual to join our team as a Cloud Infrastructure Engineer Intern. This internship offers a unique opportunity to gain hands-on experience in cloud infrastructure management and work alongside seasoned professionals in a fast-paced and collaborative environment.

Responsibilities:Assist in the design, implementation, and maintenance of cloud infrastructure solutions using leading-edge technologies such as AWS, Azure, or Google Cloud Platform.Support the deployment and configuration of virtual machines, containers, and serverless architectures to meet the needs of various projects and initiatives.Collaborate with cross-functional teams to understand requirements and translate them into scalable and reliable infrastructure solutions.Monitor and optimize cloud resources to ensure performance, reliability, and cost-effectiveness, leveraging automation tools and best practices.Participate in troubleshooting and resolution of infrastructure issues, including incidents and outages, to minimize downtime and impact on business operations.Contribute to documentation, knowledge sharing, and continuous improvement efforts to enhance the efficiency and effectiveness of cloud infrastructure management processes.

Qualifications

Currently pursuing a degree in computer science, information technology, or a related field.Familiarity with cloud computing concepts and platforms, such as AWS, Azure, or Google Cloud Platform.Basic understanding of networking, security, and infrastructure-as-code principles.Proficiency in scripting or programming languages such as Python, PowerShell, or Bash.Strong analytical and problem-solving skills, with a passion for learning and innovation.Excellent communication and teamwork abilities, with the ability to collaborate effectively in a diverse and dynamic environment.Prior internship or hands-on experience in cloud computing or infrastructure management is a plus.

Benefits from this internship experience:

Hands-on experience working with cutting-edge cloud technologies.Mentorship and guidance from experienced cloud infrastructure professionals.Opportunity to contribute to real-world projects and make a meaningful impact.Networking opportunities with industry professionals and fellow interns.Competitive compensation package and potential for future full-time employment opportunities.EligibilityYou are a career-minded college senior, recent college graduate, career changer, or reentering the workforce after taking some time offYou are eligible to work in the U.STell us if you are available to work 40 hours per week. If not, what is your availability? We offer flexible schedules to work around school or other commitments.Program Duration and DetailsHybrid Internship requiring three days in-office10-week Internship program from 6/4/2024-8/9/2024; 40 hours per week

Additional Information

Razorfish is an Equal Opportunity Employer.

Razorfish will provide accommodations to applicants needing accommodations to complete the application process.

Compensation Range: $20 -$23/hr. This is the pay range the Company believes it will pay for this position at the time of this posting. Consistent with applicable law, compensation will be determined based on the skills, qualifications, and experience of the applicant along with the requirements of the position, and the Company reserves the right to modify this pay range at any time. This role may be eligible to participate in our freelancer/temporary employee medical plan through a third-party benefits administration system once certain criteria have been met. This role may also qualify for participation in our 401(k) plan after eligibility criteria have been met.

The Company anticipates the application deadline for this job posting will be 03/7/2024.",23,HOURLY,"Miami, FL",64738928,63,,20,Internship,19,1.71E+12,,https://www.linkedin.com/jobs/view/3902831409/?trk=jobs_biz_prem_srch,https://jobs.smartrecruiters.com/PublicisGroupe/743999981767932-intern-data-science-and-analytics-cloud-infrastructure-,OffsiteApply,1.72E+12,,Internship,,1.71E+12,jobs.smartrecruiters.com,0,INTERNSHIP,USD,BASE_SALARY,44720,33122,12025
