company_id,industry_id
35452956,42
19409,143
96635463,80
13948,4
18915,44
1247220,96
19264941,14
166209,14
22503,100
101726330,44
14631354,96
86265278,92
40894,104
3283566,9
1070686,96
36676,104
1670,92
9511,51
90912229,14
71350,104
760983,14
9463631,96
19022,4
906633,104
2563046,15
221519,11
11420962,54
11779403,4
8584,52
1210593,27
6460,118
77158779,96
936584,53
15357,68
14592418,123
1682895,122
1118373,57
44960,146
3178,44
141230,34
166716,14
229786,70
35682513,104
92489,96
5998,68
19784,15
76943993,14
15233663,75
148877,17
2816718,100
37268,75
40783,104
16690,96
77318089,86
102989,96
14352,104
1311272,68
1281852,96
27193097,104
3140,43
315817,86
1072429,96
1552579,56
1050905,31
87145671,48
75756975,43
79482021,96
11695207,4
162536,41
5140,96
1154342,45
108854,96
2227,15
84954827,96
11553420,104
1415,96
78653,104
38951,31
1512982,31
33269,133
1431241,11
35462987,4
1687254,25
932766,14
10341654,146
19076380,104
3248626,118
1257837,96
66932,81
35074,104
25877,68
1539,4
91369327,96
4411,78
67146614,51
13285,14
37857,53
33185140,104
166632,68
5410,27
35691529,30
91449377,104
50625,4
163828,41
737010,53
19241,104
10464447,21
5697,75
2978540,6
15080647,12
6738,14
65278424,104
1621615,54
3715929,14
21273,14
10378739,91
101169414,104
3223482,42
30324,96
81560130,100
1658,14
11700629,57
93783517,57
18506580,6
20167,75
7803213,124
9626,69
6592912,104
6560,61
74899775,17
1002773,27
68304603,34
40598,12
84647,43
279728,96
13769,92
6959,4
150048,24
38489,4
49151727,80
16181713,118
86694680,4
1828,28
24597,31
15400080,8
10540544,104
1028156,104
82333881,17
167024,96
69502296,144
371279,104
200685,96
7488,14
5085,92
8047188,96
16589,14
584081,1
1828593,50
65633769,42
38104971,104
90198358,14
211981,50
11115,96
16182319,14
552958,41
7032,27
410291,30
77610,96
586336,104
1412,1
31815,14
3100,74
1946139,67
97900,100
11333215,13
786140,104
27148871,44
30409,75
80443373,118
19028770,71
236502,100
18476,96
148327,104
2985341,1
2435986,92
162772,9
13880,9
3607929,96
166575,7
206944,104
2543692,96
101825647,23
2960725,139
1715746,143
49893,31
33307789,34
604355,23
11818084,14
11335633,53
100549190,94
52136,96
1981395,14
2494,43
2213,42
15602,17
6104,14
621294,69
1841,17
5300,96
14548615,43
122000,104
2692976,112
309694,4
1532867,14
91195265,4
488281,104
821065,96
1318,96
71901687,96
41688,31
44666,144
54120,75
19258959,11
2775,41
37564,104
788340,75
2936694,15
25179038,104
456015,104
26793,96
105950,42
288851,146
2417568,52
1394857,96
203391,14
2183652,147
9089,96
91305,11
42912,32
93595157,80
39237,42
38521,14
61257,9
96692,96
105843,51
7851,17
60096806,9
11647,12
18090,69
2415664,25
3603539,44
16227,104
2513215,91
126085,34
51688908,27
35529547,14
3337452,31
5848,59
162750,43
2166352,104
2857693,104
10628617,104
101721663,12
95750606,96
5796151,104
5999808,115
3090323,69
61716,78
98814,92
163901,9
6389974,67
17452,43
20366228,88
25370,68
1073,96
3815031,96
23743,50
2276,12
74615241,48
1286891,104
10150946,48
3264,42
11854633,98
18268412,43
56670,122
1384,52
25291,14
420394,42
4823650,104
3900,59
9519,11
2337869,14
3267360,27
79135,124
70223,43
79809662,4
5573,43
26234183,104
10270811,44
15208770,133
458639,25
62537397,31
7260866,96
348976,137
7965434,96
11685,23
2203697,104
5160,4
25522,14
3525398,69
579539,25
142130,42
225930,48
88641050,86
3528,68
134078,27
67537147,86
165160,52
30498,27
7789,27
3761392,70
8511,15
18334573,90
58323255,59
713845,69
116332,31
98732349,104
26981,96
62901,104
9398436,44
4667,19
2498968,96
3221752,75
5274886,96
1668,87
3709686,9
16239,92
23383,51
3099966,41
11925,112
82734,104
2158708,139
27012092,31
1047174,14
4297,14
10619522,15
6654085,43
1511215,51
16063763,11
2532259,96
7795,27
99502865,17
211380,4
963375,135
32478,23
2056643,14
18008436,78
2788204,96
76545,43
5351,96
79488832,104
27625,14
479294,100
4713,54
73024,44
1776620,143
29602,12
34580,68
18253260,31
1594436,14
71578611,9
932155,80
2627812,96
164527,92
1856927,27
70397516,104
729369,104
5128510,32
15034,31
11498706,55
19263,4
164423,4
3743,47
96952592,43
24649,96
18348748,18
33125878,96
90411209,124
744453,96
27320,69
1798546,124
1340385,14
14668517,4
1176781,112
3031014,104
1799,104
35545064,122
86749409,31
4851811,7
102847,96
1953635,4
21784,96
5670,25
67029,70
35505451,53
89780395,96
18528449,75
123361,4
938659,112
2382910,96
13188,100
266094,104
41549,48
101723854,80
100153092,104
12861,96
1367563,42
7147,51
105309,43
41754,104
822408,68
2018147,91
35478397,37
937112,19
164731,124
78601632,4
2180226,148
23063,33
26231,42
18106243,96
908087,43
1382996,43
2562,54
1038,11
13550,47
12215,42
3326615,96
798828,80
1586,4
14967,4
1463851,104
162752,55
11364936,31
70572177,43
4839544,53
69248309,104
100834384,28
28934351,9
13637042,96
166512,122
66348854,80
311559,14
14632005,104
14594141,104
3309820,28
224173,51
1072533,29
6486571,69
1283,96
27292,104
24629,4
12931,124
20466,82
208137,24
947715,96
256744,28
35298,8
1089558,104
85570,99
84994,112
13684,41
60813588,9
1207,14
907307,4
23375,14
11325362,104
121082,25
80695222,104
3009236,94
10269477,34
4797977,123
70121,124
60059619,34
7532,51
11140,19
2622,55
905282,92
1300309,27
69067,23
162912,15
82153,48
81899221,11
2204084,4
6796686,27
28827541,34
695193,96
33218437,14
3958522,49
150419,96
82863388,42
37516,51
74519793,96
889902,96
7952,14
1915627,69
61400,104
5128,43
33522126,44
373159,96
4191,126
71956779,30
1300194,56
10638094,11
81878,53
37900,75
92576702,67
415984,43
1929,137
40699669,14
20700,19
15212661,104
37897932,31
10466334,104
503757,42
76267845,96
65706971,43
79760947,96
134081,27
4928,91
92537629,43
39978,137
62589,14
72332830,104
26083,3
6432276,48
79009037,25
11198806,75
787339,75
162563,96
1133633,14
27342,104
5968,49
2627350,31
55167,41
56728,18
34821,88
888055,126
164008,4
59424667,124
2918,27
63696,112
62370,14
35475885,104
103841,104
126432,31
5579526,14
27033415,69
137616,80
8455,41
27227384,31
117413,31
59803,100
52950123,34
1043063,9
79335544,6
10104312,148
1447520,24
41088,12
1027869,104
110815,51
139026,30
2288802,15
16187169,28
69940169,44
31464352,4
57449517,44
47153,68
95045440,96
82824381,100
42111520,75
15211132,4
2624,68
10489655,14
4914,27
7322732,40
2213829,104
25452,118
165938,14
3241161,38
756621,49
401896,28
10159385,104
11268368,25
250820,96
2168893,104
1379045,96
106584,96
8503,31
89875487,91
56585682,13
605130,4
10754,12
7131,82
4867,68
166030,96
1444016,104
52047,96
43816,100
3728344,4
1408094,59
37573542,137
18477,80
1360,96
2485931,48
32469,14
7801411,4
1339,71
238664,25
24200,27
7962292,144
2444543,14
604967,14
11175823,71
20463274,96
162238,122
5902134,104
3254263,43
1358653,14
15388,96
27157459,48
220336,31
9069775,31
3706049,104
394497,12
74063,96
2254693,34
10619365,48
99203,91
929276,9
164356,84
80908848,104
29497,99
1457175,104
2247,135
162655,68
261749,96
38923,25
1313100,96
96323086,80
2180684,48
17023,27
86166,96
1294698,75
142672,96
75041012,96
2334403,19
47040,104
12951519,104
56311,43
44113,27
48835,12
383369,104
74942623,53
294502,104
21503,27
89695645,104
68312323,43
96090219,100
8463119,14
2545750,14
13329,17
15668,68
3980,132
215561,104
15203,51
74604,104
1253709,39
11261,90
6628798,34
3815936,43
10143362,31
8667,43
4473754,14
94967,104
163787,133
1139444,100
471174,14
19107,14
384331,100
581589,96
2455262,104
47905,54
6382861,104
33300597,60
5379,1
86424393,11
659472,48
1230481,24
18037479,43
2472741,14
71729099,104
6369,96
2689946,96
10974065,104
750072,104
65470987,124
8790,80
14440285,27
15228,96
447979,33
3863363,32
18742807,84
413796,104
10378892,112
441353,96
28052,23
3161829,14
16208010,9
58256,31
3690240,117
2671560,11
795709,104
164894,80
18817509,67
11777511,34
1086737,96
8149299,48
165299,17
3184635,104
2188200,14
33296963,104
311631,133
15479786,1
2425438,96
28148044,96
385236,104
10688698,104
14409321,96
154417,49
36074330,27
71721166,104
8098422,4
81644223,4
15313,8
95716689,61
166212,14
2397917,121
115924,123
27564,146
80976980,104
86041588,104
1052,8
49105,92
1626786,133
433995,14
1828842,96
2920057,104
82565734,14
166124,104
15549066,124
16243953,125
18466,144
11787788,24
166612,28
14822,14
4862,9
271171,9
72711420,43
285983,34
5352294,96
11791278,125
14133,43
2825662,44
2193256,86
528064,112
83056625,104
1810796,19
165654,130
18043,104
2857634,6
66525,53
138567,12
9334157,104
3220813,14
9647178,146
15872,15
9294904,48
10156547,99
10778,27
5432535,55
101789992,104
146019,43
154101,23
318696,104
683310,53
18434905,124
766876,104
46119,96
43195991,55
36141800,57
33242739,96
54346989,98
51664810,14
398355,104
86635,43
56879034,31
688249,104
3841186,11
33243928,80
10351887,104
2508846,4
736239,14
1409798,96
966006,48
12345,42
72610772,104
116052,4
58213,27
1131351,48
5218,54
7943280,88
955494,96
33295877,15
1815218,6
2128757,56
3111666,9
91364445,28
1753550,96
1503954,75
206121,96
3342169,96
3701,53
14699670,96
31134,100
205619,104
2449,31
449325,147
3649864,4
63928,96
61677,104
1600946,75
11009583,90
22331451,42
3603143,96
10674187,104
145829,104
18101101,48
52313115,13
2710878,96
11109003,90
10658646,34
837188,96
492307,41
68874394,13
611987,139
43920,9
75023654,17
856720,27
76622202,14
18360844,14
165908,42
64594777,80
4529,14
6616944,104
19174,23
2562128,96
3000028,68
19256,104
4670,19
112291,147
3761443,57
598372,104
37538,104
9047,70
245310,143
203053,112
10368171,26
975681,4
75038620,69
32924,121
121626,14
10035810,146
11241935,104
166264,11
258644,25
146075,123
69168603,144
13524,4
21444,68
3081,12
1646245,27
25371,49
11139291,14
3859,4
18068718,44
10545600,104
3439,25
162656,104
19181972,96
2589107,104
81585524,31
604525,84
8731,75
67890,14
10838707,80
27249670,135
21087,1
16237742,11
16210058,96
35135,96
1644718,96
83298100,104
162965,25
37768,96
143988,104
2151278,84
3858302,4
69154,51
63800,17
91586253,96
1545609,4
7934058,133
42880798,84
137699,104
16215683,104
10604245,104
85888511,43
163632,112
11250,14
15221729,73
165735,48
18274777,11
5667,54
15223686,14
101800470,12
10794364,96
11999,23
31439,104
27119385,104
6464080,80
639979,104
7720,42
33457388,104
69331545,12
11655,104
1284511,104
5049303,15
1852,43
89877420,1
3749050,28
1406226,43
5714,68
88812,86
13334,92
115116,96
276385,75
689849,104
6234,23
6088,104
529548,104
1190133,34
46404,11
97433456,23
9452485,14
42328,53
15089996,19
5913532,44
19933,85
2886123,34
1419,43
267430,96
8117,104
103173682,100
104427,43
42311722,96
3626,14
3524,14
2128914,80
3549076,96
4802123,48
545751,104
98460039,67
640071,57
165158,28
28120168,104
7761,92
26376,96
37524,137
65308803,43
13985,41
101105,4
7099708,137
483961,25
8074390,43
3211412,42
1191778,75
102158851,144
6418698,56
62954,96
89815948,75
1935855,25
2562534,104
71224,25
5243742,11
548048,68
20954,92
2319,44
40956,104
12050,68
86785685,80
5489,68
2642477,96
6818806,104
15155541,96
108486,11
64709762,33
6044,104
22309011,14
18097379,104
58930,43
14430,32
55980,95
49648345,104
69263847,34
4298,68
1792,68
69120857,84
623152,96
427532,1
2085386,124
9266888,4
268355,96
11727,57
69526946,132
48667,75
30579326,14
76251470,14
3029,14
157312,27
61874,43
1207327,104
15264236,41
5563580,144
5755,92
99477381,75
670004,9
41262,96
285201,132
78392228,28
701795,104
74985176,80
72010704,43
1036595,44
29293182,104
2553549,91
3823685,96
16198010,96
261456,28
20009,23
33605,104
10906316,28
606495,48
5756,92
5013435,96
74658,104
2144386,42
18154,124
3742961,31
35487538,14
3839791,96
89197280,9
252536,57
392790,104
27137079,57
66321745,96
20431,45
3495415,44
24211,104
6061,104
7412,27
2138749,68
100893335,121
9286450,14
29303435,100
20372,33
96157285,104
35430327,49
19024588,31
3826958,100
8359,27
721622,53
29119,42
2785182,43
2168076,14
3031332,51
119422,51
83019124,4
163662,59
10183533,53
5101150,14
6780652,31
84645,14
1227813,104
9398613,75
1151859,53
68959731,137
103074948,43
42757,104
765920,57
77647196,9
3620109,52
10309925,92
917029,55
3032,43
1104359,104
32118,31
18483,67
639860,47
7260,104
162427,37
21709,49
9070,54
82303896,34
840033,82
4126,96
53198134,135
80064150,14
103164815,42
890145,96
7331,146
346403,24
42875,27
2963621,48
2543509,100
123034,23
18159779,31
68239505,80
1589496,96
5381681,49
7929479,9
86231,51
92692997,96
4852,112
2746866,4
15528921,56
1319223,12
55972,100
743346,96
1309067,60
77104590,6
4857,54
4787585,24
11136682,53
80382309,12
3653638,11
30135877,4
1124131,4
490220,86
779352,104
40717284,96
13214,25
78288022,34
164766,104
40655225,53
31442119,19
5025162,104
15112,144
162547,26
35698659,43
74997181,27
2999319,31
413617,25
71608178,14
8086,25
11455183,14
156228,23
74917126,11
38117,104
13990,44
286730,109
42639,39
251028,15
18040365,78
3617422,14
10383919,47
164987,43
73017499,96
12667,133
2913,27
100755551,100
64685411,14
15564,53
457886,4
10178,54
31481,59
2712856,31
13026779,43
2428290,84
547009,92
42433421,137
2022373,31
49116047,4
64659247,14
156470,96
1374310,34
1142201,11
2911,27
83744,44
71371792,34
2514336,41
42277153,14
25079991,122
5101804,96
101060570,14
810707,43
9917,68
6824982,12
555777,104
2658755,110
132125,96
17700,7
6577155,57
52129049,4
2883353,80
10580,25
235938,53
70640,27
91700289,31
2269862,96
93223209,17
89719195,104
78061848,126
74698256,19
3018149,96
3498,27
114339,43
66992,104
101361913,80
15155405,96
71411602,70
461358,96
102172061,80
437225,27
36092044,43
23337,27
4099,68
7599998,44
42339972,4
35094,41
101603320,14
1051998,96
14529906,28
5628,17
2742649,115
20663,41
11813677,13
22803,4
96180361,27
1805509,49
4898,96
2915,27
27001650,34
596009,41
90551435,27
101705597,14
103134782,14
64919393,14
18280,48
5418942,58
37481145,139
60419691,31
95071077,25
57700013,27
1337,4
20919,106
5348602,100
3135,31
10017468,27
84108067,124
2612282,132
2850862,4
29494,42
2619961,75
59659,36
1045781,31
9117,54
1278574,12
292040,14
201778,48
2382849,100
166364,104
4025697,34
9533368,69
90639,104
30262,80
3024029,124
1341246,104
13365439,96
6281,68
35446044,14
1087755,67
18723495,4
81696506,124
1483514,28
20513,37
3663581,31
463082,31
3348019,14
99692,80
22132,48
165207,96
9780,70
1378125,48
26315,27
1515,25
2722154,122
306072,80
76084879,14
15870,59
232381,143
94097638,100
88007673,4
2403990,9
162755,49
80185224,4
3840696,11
76662,100
33457526,91
3637765,44
9251256,48
49928,133
10852993,104
2561953,137
6436693,9
11031659,96
3963611,147
22310699,80
1527043,104
69739391,96
28999081,31
2095382,88
311807,14
10211444,100
3477522,4
65512161,15
9336927,9
2564997,31
163993,12
164860,56
19057123,53
37435467,11
9561,17
2690,43
33181,54
75033595,80
21269,44
99168727,80
18691,14
19340,68
96966067,11
29622,31
80080883,29
79852512,71
97461032,9
2905,67
14505571,104
35666619,14
389781,4
5007,42
3256409,23
54650708,75
81937716,11
166471,44
18998,27
45042,43
1242378,112
90782,14
331132,147
2922575,96
1550138,31
102341497,4
5772,48
19534,104
10094895,67
531535,96
90471428,96
7600444,124
3628082,42
9185,27
93320988,67
659023,104
310250,104
2564992,31
25204,23
35232,69
44966,133
3051270,144
6635656,104
2323244,96
17867,112
45467888,27
10173880,44
76140425,34
2361831,42
33273334,100
12899171,17
2896658,104
656158,7
744442,57
4705365,44
217273,96
82904967,137
126405,104
917742,14
92583550,4
1408404,14
42019,48
13423341,96
17920955,4
101728345,9
35678713,113
101737429,86
19212348,54
321618,14
200030,43
4541,33
10096205,14
11758,133
18842066,4
3200474,4
17881501,4
2043778,100
1655316,96
71602553,4
18344349,122
1910013,42
46090,17
37761,27
1802856,48
8795,47
3183646,96
2505701,92
68581794,4
2612,52
33216895,123
18836121,4
76982478,105
422486,4
4031,54
689045,31
275237,4
2822187,104
67975,25
11566,42
102818849,96
11057,135
11224,75
11552592,12
71067248,96
102621117,14
4841,96
19201476,4
2099165,121
33874,14
19181511,104
537246,96
201351,96
4010009,34
2632918,96
3781515,92
56416392,42
662171,96
10665641,143
9035038,19
2677,32
18254848,4
24787024,49
3859106,96
77763351,4
65781,44
81330326,4
58486,75
300543,122
6994834,47
22349600,94
66579462,96
165353,53
96280338,104
10221259,133
91077152,34
848248,14
3669466,80
2381,42
2939959,14
2604,146
98807401,96
28923,27
591781,59
81517369,12
165444,96
50511,44
844988,92
829374,68
2848,43
138027,9
17902,55
10897264,4
163019,27
1256481,55
77923,116
81600,100
53708,92
22840,86
164808,28
10117714,11
67224347,80
2934,43
14459,86
1471368,31
77301,32
7601115,43
2647561,14
27064924,14
165404,68
1911450,68
7291,14
3766977,137
21836,104
12309,104
18843073,43
2090390,14
2152,96
4807609,19
69088863,84
3890135,8
67767521,25
5167090,96
13282,109
106083,104
9351,68
104499,43
8302,14
912833,4
20409,100
77758478,146
7158,14
19489,94
157303,41
3572661,6
250138,42
2890553,92
81892619,31
16710,57
12446,27
5243263,14
1905,96
16940,15
7466,43
101527633,4
70501755,70
204770,86
1173099,112
9400085,104
163348,68
52768,43
1135292,43
827001,139
12672350,134
164535,94
2162,14
8737,75
18394014,63
582024,4
1007957,1
828390,53
7601,57
8885,25
71735214,14
89811267,104
1776228,1
14363,14
10369709,44
6288,6
5112,53
42887005,137
10498337,1
1147291,105
38169213,67
14191,27
89234,43
10926,4
165978,44
1377014,4
10581,92
76322470,96
2497653,118
920392,12
11490204,75
164880,104
33421,42
11220088,31
2380,94
5851138,28
76557184,9
766058,139
4714,70
1068366,37
102963,44
92750,92
64799,27
147875,104
9317806,71
43212,41
1235,43
34237,75
10417676,71
8944,14
1981970,70
10245,101
2671586,91
36994,19
20573,14
78782186,71
2105,4
55057585,34
1571360,69
82315716,144
2666164,48
281315,104
3637229,44
398252,19
19184070,144
3059072,4
82619649,135
10235,51
2252,27
9703,14
5750,104
299386,96
1090,14
18409,31
6650518,4
2263834,17
3676172,4
1627062,100
166377,25
2615835,104
18686842,14
79359327,9
284053,9
1035,4
75892429,54
237925,25
8363553,92
6591,78
1577707,133
13719,54
35659,138
11831,41
2723935,92
1784305,139
266393,144
329835,117
98525360,1
13901,86
27213203,31
3637901,100
92349,15
301142,49
1835,42
17980749,100
6867,17
5815,47
27236234,14
1206743,4
68639,96
10658604,12
14028488,34
80516368,31
1741641,69
57978,23
65564410,31
3110591,4
4128,27
79042954,110
166939,43
731128,104
431617,14
16031,50
3374179,25
838155,104
9254907,53
9689783,31
21611,27
90559706,48
7603371,12
122655,104
3185,4
3379,27
2564995,31
10051,59
136791,25
3037695,137
46000,14
29352,4
823412,98
15181988,15
10634,53
49042,14
51695075,60
7935210,43
19472,14
302777,27
1393,34
3143,27
1431,34
2731814,31
157337,27
167212,28
1593346,14
479939,104
28781839,12
162787,53
2770100,4
15089703,8
111108,14
3997420,4
15262099,99
157330,68
14088,19
10371941,96
3771055,8
2430084,11
3880691,14
28053,14
248354,17
74985,104
92636929,4
1773,15
3460,14
1214,43
656412,100
19024424,122
2958789,14
11276702,11
11681,118
5056417,44
3120038,25
84180,132
6706504,86
15179827,12
17226,60
32818,9
38897,14
5045,122
23189,44
59240,42
3771,68
15080,31
71131832,14
3170262,9
2617438,80
10366520,133
3762,43
27135533,31
6547,42
1585669,14
80221526,96
1348779,104
2973906,96
19731,37
43676,14
1276705,100
11418953,9
76500049,14
30755,27
28598,91
12680,100
10769,14
99297447,96
18349,14
11662,42
79470184,14
863009,52
329175,142
9241727,14
2193,96
167013,124
1051903,12
16190056,14
221050,104
1463,137
10108343,104
964248,11
27964,51
6374991,8
66935,4
5553,23
12164,51
164249,27
20471014,24
438121,17
9402,17
10284360,14
11257500,96
11075,94
967220,17
10522,41
899708,14
3770,68
10334169,42
78376151,96
101681555,42
18860134,104
1130907,25
99319158,104
165292,14
845871,78
14541,27
1480,4
2748,25
25006517,12
3559595,4
17002,7
43325,96
1023624,14
2829249,80
